phecode	beta	SE	chisq	OR	p	n.cases	n.var.cases	n.controls	n.var.controls	case.ctrl_ratio	firth_correct
651	0.168574030183314	0.222801418279306	0.572460383928906	1.18361584689967	0.449282878473862	361	18	378816	17010	0.000952969251562764	FALSE
624.9	-0.0857737900990843	0.0670794887133533	1.63504501566277	0.917801823599117	0.201006669620833	5727	239	195471	8633	0.0292984637107295	FALSE
367.2	-0.0323758941051702	0.0995936750241963	0.105676890384175	0.968142594578839	0.745120660355977	2363	107	372344	16739	0.0063462819328363	FALSE
728.71	-0.0612063740233472	0.0808959649180267	0.572452668988816	0.940629098332323	0.44928593384529	3582	163	352392	15847	0.0101648164544031	FALSE
367.1	-0.138361031091632	0.100547043458138	1.89360316073223	0.870784254798371	0.168796080036141	2664	104	372344	16739	0.0071546741722708	FALSE
735.2	-0.0947308736228136	0.0649046872392669	2.13025190288999	0.90961770364704	0.144417020917897	6018	254	365636	16434	0.0164589920029756	FALSE
627.5	-0.0779799311355929	0.540701580358913	0.0207993813091495	0.924982989715467	0.885326822490555	49	2	174909	7744	0.000280145675751391	FALSE
516	0.134146902603351	0.0853189992077844	2.47212139837781	1.14356079936453	0.115881427355963	2886	147	376291	16881	0.00766959613703224	FALSE
427.11	0.0880891881450551	0.0783951733668908	1.26260226798879	1.09208551876648	0.261159090967675	3531	174	338411	15099	0.0104340579945687	FALSE
736.2	0.168080386886735	0.248087572626089	0.459012020021455	1.18303170706135	0.4980860692037	304	16	365636	16434	0.000831427977551445	FALSE
292.12	0.447179886123508	0.38667993324002	1.33739979457758	1.56389559710141	0.247493040682782	44	4	362734	16237	0.000121301008452475	FALSE
378.5	-0.176438988587317	0.240367033177011	0.538814547861922	0.838249920406894	0.462924431858591	457	17	365185	16394	0.00125142051289073	FALSE
646	-0.136081073761032	0.112455475794007	1.4643140861665	0.872771870722214	0.22624494999091	2454	86	202165	8956	0.0121385996586946	FALSE
562	-0.0187675457920811	0.0248959446689592	0.568273950023155	0.98140746802533	0.45094561898452	44190	2031	282501	12656	0.156424225046991	FALSE
586.3	0.349094333600403	0.296745166792265	1.38394327850269	1.41778292860213	0.239430603912775	157	10	354250	15834	0.000443189837685251	FALSE
591	-0.00940038029181441	0.0358320727475948	0.0688251211137205	0.990643665160286	0.793055145268534	19590	879	341665	15289	0.0573368650578783	FALSE
527.8	-0.258824632493665	0.361201764601278	0.513465756482747	0.771958387591511	0.473642393176555	148	5	371764	16706	0.000398102021712699	FALSE
279.7	-0.222724553734778	0.264039638658194	0.711537732361423	0.800335268296943	0.398933794219237	358	13	378375	16996	0.000946151304922365	FALSE
942	-0.0284672667420493	0.449581573366974	0.00400935522324778	0.97193410819532	0.949512112417834	27	1	371884	16700	7.26032848952899e-05	FALSE
575.8	-0.107771431774419	0.118392181791179	0.828631153547645	0.897832789026744	0.362668644075015	1820	75	356241	15976	0.00510890099679711	FALSE
370	0.126782352562508	0.215713859371006	0.345431162876765	1.13516992406771	0.556710902881885	447	22	366260	16458	0.00122044449298313	FALSE
283.2	-0.0489721493873139	0.462025647429826	0.0112348211376393	0.952207648895641	0.915586764222263	27	1	346982	15583	7.7813834723415e-05	FALSE
448	-0.0790424243192287	0.331458931934398	0.0568670960044041	0.924000723511894	0.811517954607631	164	7	365721	16403	0.000448429267118924	FALSE
272.9	0.0826130893784511	0.185326557658245	0.1987112285442	1.08612149529883	0.655763122330346	628	30	325109	14680	0.00193165984331409	FALSE
586.2	0.096675993995746	0.0859065859652847	1.26643927998633	1.10150342207445	0.260435732885196	3000	145	354250	15834	0.00846859562455893	FALSE
379.1	-0.0914104424969348	0.426193117021617	0.0460022166833935	0.912643046524609	0.830171768766092	57	2	365185	16394	0.000156085271848515	FALSE
974	0.31948712302782	0.262419724621209	1.4822237448278	1.37642164830868	0.223426920666417	222	14	337805	15171	0.000657183878272968	FALSE
214	0.0711814428956423	0.0544357951831016	1.70987527214656	1.07377603722772	0.191001554099824	7721	364	370157	16587	0.0208587167066947	FALSE
568	0.0690610956035109	0.0609802438536608	1.28259225830616	1.07150167118987	0.257417604573971	6010	289	347971	15584	0.0172715542387153	FALSE
370.1	0.224886453141955	0.279613172070632	0.646861549960589	1.25218052695491	0.42123699718469	217	12	366260	16458	0.000592475290777044	FALSE
530.12	0.0767470458669229	0.0604341222274052	1.61271972643372	1.07976890983624	0.204109913424106	5879	297	321742	14501	0.0182724045974725	FALSE
571	0.0317468914430648	0.0610164265324869	0.270712852643876	1.03225619936012	0.602853985165796	6289	288	362291	16241	0.0173589738635517	FALSE
275.53	0.304592903320944	0.141428949991838	4.63834370372751	1.3560728378727	0.0312651633899562	963	58	373729	16750	0.00257673340843231	TRUE
159.4	0.0428057538455478	0.250648403568594	0.0291658349511039	1.04373513362248	0.864396694591876	307	15	355167	15883	0.000864382107571931	FALSE
740.12	-0.000689595575033028	0.248886108090939	7.67693067836977e-06	0.99931064214135	0.997789282163071	351	16	345740	15462	0.00101521374443223	FALSE
512.8	-0.0412163325474096	0.069243615597473	0.354306579505155	0.959621510125312	0.551685345565494	5212	222	363489	16331	0.0143388108030779	FALSE
426.23	0.0952515033848369	0.14496124702947	0.431757455172555	1.09993545783213	0.51112784946431	1004	50	338411	15099	0.00296680663453611	FALSE
446.9	-0.403256053651228	0.25943717027324	2.41600258090627	0.66814099747693	0.120101055811078	463	14	365721	16403	0.00126599238217111	FALSE
245	-0.447307640921479	0.272311417232939	2.69824221595894	0.639347188658587	0.100458949038012	421	12	354114	15904	0.00118888267620032	FALSE
357	-0.0939310389377649	0.094168280093104	0.994967683162625	0.910345538471518	0.318531252804979	2871	119	375448	16871	0.00764686454582259	FALSE
465.2	-0.255131141236334	0.155472639668884	2.69289238959983	0.774814881116708	0.100796694823604	1247	43	375745	16881	0.00331874010299538	FALSE
695.42	-0.00932556856506153	0.212458091400238	0.00192665559339028	0.990717779695757	0.964989148995694	546	22	367711	16540	0.00148486175284395	FALSE
809	-0.353140775426589	0.396382490634295	0.793719057906331	0.702478294734545	0.372977927885287	101	3	375299	16836	0.000269118755978566	FALSE
741.5	0.123404091197207	0.44801709249864	0.0758699764954848	1.13134149373038	0.782974335901608	14	1	376597	16907	3.71750173262134e-05	FALSE
426.2	0.0721289642602597	0.0675571642472438	1.13992576252767	1.07479394513239	0.285668014813878	4928	239	338411	15099	0.0145621743974043	FALSE
800.2	1.01550615242421	0.329749236230274	9.4841305013331	2.76076040936983	0.00207256816778234	110	13	375299	16836	0.000293099635224181	TRUE
327	0.0206381400098909	0.115003146536937	0.032204878333912	1.02085257908872	0.857578739325484	1729	80	370898	16676	0.00466165900058776	FALSE
610.8	-0.000166596818302016	0.178657936864806	8.69538422209876e-07	0.999833417058177	0.999255980382004	740	33	197636	8711	0.00374425711914833	FALSE
509.8	-0.0614092590959704	0.149283330762612	0.169217425202872	0.940438278087341	0.680808245110022	1098	47	356938	15944	0.00307616448795029	FALSE
153.2	0.0505609570577433	0.0699318985630916	0.522733019597212	1.05186097975129	0.469678176375496	4498	220	337708	15091	0.0133191988344961	FALSE
733.8	0.154516868541914	0.32133740920568	0.231222035732012	1.16709396506492	0.630619184204581	149	8	362803	16286	0.000410691201561178	FALSE
502	-0.0405872519905554	0.110207814810991	0.135629610042874	0.960225379280528	0.71266501893162	1987	87	356938	15944	0.00556679311252935	FALSE
364.1	0.698968839788972	0.267765968491127	6.81404301344038	2.01167727603874	0.00904437592793028	239	18	357839	16061	0.000667898132959236	TRUE
287.4	0.11920467793608	0.449663435696411	0.0702767143273434	1.12660048495364	0.790934309846527	16	1	374616	16761	4.27104021184359e-05	FALSE
250.21	0.379707757864938	0.243631968489729	2.4290160937348	1.46185731070121	0.119107636833888	295	17	347296	15677	0.00084941951534138	FALSE
244.1	-0.0353724633226578	0.112758249864981	0.0984088047182613	0.965245830626237	0.753747551216721	1970	83	354114	15904	0.0055631802187996	FALSE
427.42	0.0995589548354045	0.106510742551537	0.873723129514339	1.10468359525976	0.349926646953572	1908	94	338411	15099	0.00563811460029373	FALSE
337.1	-0.672089619922318	0.419687722541488	2.56449494134669	0.510640417760892	0.109287455616354	114	2	357585	16039	0.000318805319015059	FALSE
345.3	0.0272713199662909	0.0813046475807733	0.112507525877171	1.02764658597912	0.737307215591197	3419	161	357585	16039	0.00956136303256568	FALSE
618.6	0.365943024042819	0.155533936781047	5.5357518747187	1.44187308821479	0.0186317580412247	745	49	191700	8440	0.00388628064684403	TRUE
229	-0.0230885453474831	0.0971393444513474	0.0564940626312247	0.977175955557961	0.81212557619132	2498	112	376679	16916	0.00663164126484354	FALSE
694.1	-0.256778362367874	0.379003619810758	0.459018441196557	0.773539640261689	0.498083063562468	132	4	369135	16611	0.000357592750619692	FALSE
758	0.00358238373845886	0.295756382239376	0.000146715486909949	1.00358880814436	0.990335766341981	223	10	378148	16980	0.000589716195775199	FALSE
1010	0.0558644883525628	0.037496786077173	2.21964520433457	1.05745437664227	0.136264370922483	16425	790	362752	16238	0.0452788682074806	FALSE
480.3	0.181993980681821	0.277178459932841	0.431116945616154	1.19960697304208	0.511441388434596	220	12	357751	16028	0.000614952858272933	FALSE
528.6	0.335800449045004	0.203915557434364	2.71182601905614	1.39905981323156	0.099606916522342	395	25	371764	16706	0.00106250201740889	FALSE
272.1	-0.0235452629372624	0.0235728701457803	0.997659085011806	0.976729764010269	0.317877604521331	53834	2334	325109	14680	0.165587541409189	FALSE
800.3	-0.246918372361668	0.258874181496404	0.909765227606259	0.781204458803863	0.340176718411954	378	14	375299	16836	0.00100719692831582	FALSE
