phecode	beta	SE	chisq	OR	p	n.cases	n.var.cases	n.controls	n.var.controls	case.ctrl_ratio	firth_correct
349	-0.444626645790305	0.984466452997608	0.203980723736591	0.641063575142336	0.651526726345835	694	1	357585	808	0.00194079729295133	FALSE
446.5	-0.537623384588513	0.965413757609598	0.310119685159536	0.584134867924874	0.577606751038926	721	1	365721	841	0.00197144818044356	FALSE
473	0.0721446141527692	0.355987170339378	0.0410713650410619	1.07481076567373	0.839400231525272	3273	8	355718	817	0.00920110874344284	FALSE
198.6	-0.680754484671319	0.449650322820765	2.29208755445255	0.506234901769494	0.130034923315912	4192	5	327660	742	0.012793749618507	FALSE
415.11	2.0838726360134	0.850950170388425	5.99700049273633	8.03552740918879	0.014330221817903	138	2	366833	829	0.000376192981547462	TRUE
681.2	0.15974161863782	0.707482497513441	0.0509805786969347	1.17320769682339	0.821365694505277	730	2	363190	830	0.00200996723478069	FALSE
773	-0.230660028605597	0.57887155297362	0.158774322151732	0.794009360623924	0.690287484338437	1707	3	377470	865	0.00452221368585583	FALSE
736	-0.474567744019797	0.980869386304778	0.234085262508209	0.622153928106177	0.628511074576541	697	1	365636	837	0.00190626743537288	FALSE
041.1	0.147375061745157	0.291646504838025	0.25534916844766	1.15878849877251	0.613333495963626	4495	12	354429	806	0.0126823707992292	FALSE
443	0.216103373290353	0.233391543889593	0.857339549573184	1.24123068246872	0.354484272203367	6655	19	365721	841	0.01819693154071	FALSE
586.2	0.0293734107304532	0.381024560361144	0.00594296010557408	1.02980906444304	0.938551473455037	3000	7	354250	806	0.00846859562455893	FALSE
702.2	-0.0955885947378503	0.335911792178677	0.0809769945646769	0.908837839836651	0.77597775836501	4235	9	370892	848	0.0114184182996667	FALSE
561.2	0.541823423422803	0.304281173721475	3.17077471507347	1.7191387237782	0.0749668786921838	2830	11	376347	857	0.00751965606209163	FALSE
524.3	0.964815250303376	0.701829681080288	1.88983921685169	2.6243027725438	0.169220057516942	340	2	366238	831	0.000928358062243678	FALSE
949	0.836924422403529	0.579027436765962	2.08917200026282	2.30925375464252	0.14834645292128	592	3	371884	845	0.00159189424659302	FALSE
281	0.137443034941808	0.44966845721187	0.0934244660340416	1.14733634602876	0.759867978246632	1935	5	346982	797	0.00557665815517808	FALSE
214	-0.0995268977389223	0.252811546452301	0.154984092301739	0.905265599943268	0.693817168525991	7721	16	370157	850	0.0208587167066947	FALSE
290.1	0.0974745519987837	0.306813785971682	0.10093290106437	1.10238338775258	0.750712975574683	4285	11	362734	830	0.0118130641186103	FALSE
500.1	2.19635769449144	0.862304331104132	6.48761403824802	8.99220143510638	0.0108628679110429	127	2	356938	817	0.00035580408922558	TRUE
340	-0.154791124706946	0.318943442972595	0.235540045954976	0.856594080138308	0.627446050661729	5090	10	364250	832	0.0139739190116678	FALSE
372	0.114479105063368	0.579069685403528	0.0390832608640697	1.12128921155216	0.843283805154127	1283	3	366260	830	0.00350297602795828	FALSE
870	0.117556335507916	0.261396329646293	0.202252132286297	1.12474499123933	0.652909098123907	5797	15	367284	840	0.0157834264492872	FALSE
622.1	0.180595231861947	0.214477912103715	0.709001922836938	1.19793019717174	0.399775348555395	8643	23	191559	429	0.0451192582963995	FALSE
723	0.529381491157714	0.57899226584643	0.835972480171426	1.69788182886222	0.360551189834818	780	3	365367	833	0.00213483976385388	FALSE
610.8	0.612668421749696	0.580626117728067	1.11341702604871	1.84534900415957	0.291340367303962	740	3	197636	447	0.00374425711914833	FALSE
585	0.131350921155676	0.151233815283576	0.754342242523155	1.14036789032249	0.385104923764763	18750	48	354250	806	0.0529287226534933	FALSE
388	1.22432966884999	0.979684649898006	1.5617954049348	3.4018849288754	0.211402531998594	127	1	369396	847	0.000343804480828163	FALSE
721	0.446701355414149	0.280928550085801	2.52838255401926	1.56314740406291	0.111814778694588	3733	13	365367	833	0.0102171241518802	FALSE
210	0.639213467187441	0.449571144212626	2.02159882343942	1.89498982132487	0.155075784446522	1146	5	376413	859	0.0030445282176758	FALSE
277.4	0.270339265236111	0.703745976143421	0.147566035195177	1.31040895152949	0.700872278467687	644	2	375776	853	0.00171378693689858	FALSE
174.11	-0.0118686022956651	0.179340509768651	0.00437967974609042	0.988201551746798	0.947235197161846	14880	34	181262	408	0.082091116726065	FALSE
284	-0.0259489286483618	0.70580478565392	0.00135166686100538	0.974384851489417	0.970672363384099	898	2	346982	797	0.00258803050302321	FALSE
218.1	-0.357175960025355	0.248013761132688	2.07401973465691	0.699649376580685	0.149826172390913	11439	17	186366	426	0.0613792215318245	FALSE
170.2	1.04457898384938	0.577481139269735	3.27195226180417	2.84220165891802	0.0704737112514924	451	3	378568	864	0.00119133154413474	FALSE
915	0.302922428207511	0.207890466018558	2.12321372696703	1.35380944294381	0.145081834890022	7761	24	371416	844	0.0208957072393219	FALSE
555	-0.241896090588054	0.31909972949511	0.574651873619699	0.785137756515921	0.448416284429305	5396	10	282501	657	0.0191008173422395	FALSE
200	-0.622328056268947	0.706868469733198	0.775106789278214	0.536693529331776	0.378641847876851	1609	2	372302	850	0.00432176029137636	FALSE
870.5	0.357408719452278	0.707143601297875	0.255455380898237	1.42962006398951	0.613259703294712	607	2	367284	840	0.00165267204669956	FALSE
686.3	-0.181455184138996	0.967116556945738	0.0352031173995768	0.834055623386795	0.851170675634312	520	1	363190	830	0.00143175748230954	FALSE
272.1	0.0350352088351039	0.10033622510166	0.121925320413854	1.0356561724051	0.726955633376221	53834	124	325109	743	0.165587541409189	FALSE
574.12	0.167190427427155	0.232864481169396	0.515485335337711	1.18197932516074	0.472773889089641	6963	19	356241	814	0.0195457569454386	FALSE
1010	0.212357515518623	0.150748721165748	1.98439442429785	1.23658990614072	0.158928227773335	16425	47	362752	821	0.0452788682074806	FALSE
614.53	-0.480373290741698	0.99901588531668	0.231213355448254	0.618552448801988	0.630625599625699	713	1	195305	444	0.00365070018688718	FALSE
276.41	-0.20264843071075	0.44957549673936	0.203180125526235	0.816565270239079	0.652166093006572	2724	5	360405	829	0.00755816373246764	FALSE
599.9	-0.160188525466763	0.502308472677108	0.101700198387742	0.85198315330308	0.749798791234611	2060	4	345592	775	0.00596078612930855	FALSE
180.1	0.40042009512234	0.998186024428286	0.160919531268344	1.49245153757712	0.688311334091429	295	1	173799	398	0.00169736304581729	FALSE
185	-0.240730355962308	0.239495562910409	1.01033819762318	0.786053552468489	0.314821830967469	10027	19	146181	343	0.0685930456078423	FALSE
341	0.519304143669214	0.976702974729872	0.28269527847022	1.68085760724822	0.594940053056669	262	1	357585	808	0.000732692926157417	FALSE
531.2	0.10670864937949	0.261351493265018	0.166705248943247	1.11261004762492	0.683056712405964	5918	15	369250	847	0.0160270819228165	FALSE
222	0.776078746525346	0.994999398083642	0.608367414478287	2.17293490930543	0.435403170414387	196	1	163915	383	0.0011957416953909	FALSE
259	1.66773328455734	0.808426944152805	4.25570615523066	5.300140261052	0.0391186812183398	222	2	372564	847	0.000595870776564563	TRUE
531.3	-0.713747265444872	0.501876566788232	2.02253049213317	0.489805323674535	0.154980682742597	3626	4	369250	847	0.00981990521327014	FALSE
227	0.175369786240045	0.501960235286684	0.12205931176104	1.19168680452842	0.726811644048484	1498	4	376754	860	0.00397606926535617	FALSE
574.1	0.0677646873914269	0.157294726776139	0.185600247775602	1.07011346765773	0.66660400297743	17375	43	356241	814	0.0487731619886538	FALSE
184.1	-1.19071121978834	1.0003782658249	1.41672121178257	0.304004972808094	0.23394383027393	1419	1	182009	411	0.00779631776450615	FALSE
430.3	0.889961806189103	0.572530278743059	2.41627198303069	2.43503664618458	0.120080397598848	547	3	362169	823	0.00151034461812027	FALSE
333.8	0.982233566481462	0.967554805447164	1.03057213213114	2.67041413327902	0.310024328171791	157	1	357585	808	0.000439056448117231	FALSE
791	0.371955825025529	0.501901377279015	0.549219506883806	1.45056890103363	0.45863677864604	1204	4	377973	864	0.0031854127146648	FALSE
735.3	-0.0179400891552186	0.247076406067689	0.00527213646266338	0.982219876218136	0.942116883361609	7525	17	365636	837	0.0205805774048507	FALSE
334	0.168854377502145	0.356181421706787	0.224740903257441	1.18394771694614	0.635451090118292	2982	8	357585	808	0.00833927597634129	FALSE
562	-0.0903199820795871	0.110549708517994	0.667501862512082	0.913638790453011	0.413923929555132	44190	97	282501	657	0.156424225046991	FALSE
153.2	-0.0387437926028171	0.319641721356451	0.014691878932413	0.961997148360723	0.903524655203845	4498	10	337708	760	0.0133191988344961	FALSE
191	-0.201159839801985	0.706905336089321	0.0809766940420798	0.817781707040527	0.775978162962213	1036	2	376563	862	0.00275119966645687	FALSE
070.9	-0.587843826189099	0.98146575528138	0.358734892591051	0.555523800192608	0.54920968457772	800	1	371015	851	0.00215624705200598	FALSE
117	1.63586948266975	0.543329222462136	9.06507024448822	5.13391991135827	0.0026053852596104	473	5	373911	850	0.00126500691340988	TRUE
365	-0.706771022440402	0.276808889155204	6.51924654230243	0.493234271316724	0.0106713203224138	9258	10	357839	834	0.0258719703553833	TRUE
575	-0.362157174429259	0.31874763847818	1.29092269057354	0.696172938657962	0.255877980160531	6264	10	356241	814	0.0175836021120534	FALSE
211	0.0716534881246939	0.212402165078025	0.113803808232303	1.07428302773497	0.735854428397473	9254	23	357535	818	0.025882780706784	FALSE
368.1	-0.979311926274935	0.9764890213798	1.00579010139752	0.375569429422292	0.315913517197148	1155	1	373111	859	0.0030955935365079	FALSE
731	1.55044604744686	0.97490870323227	2.52921309398983	4.71357219059943	0.111755936063158	80	1	362803	829	0.000220505343120095	FALSE
1011	-0.0205594681520294	0.304000555738502	0.00457377710855136	0.979650436741128	0.946080407707975	4939	11	374238	857	0.0131974839540613	FALSE
686	-0.55630608522477	0.578859190484609	0.923595387275342	0.573322963328091	0.336532708480229	2284	3	363190	830	0.00628871940306727	FALSE
415.21	1.25219373303191	0.571386337000039	4.80267666452801	3.4980082428211	0.0284155569345023	568	4	366833	829	0.00154838850376057	TRUE
961	0.915481270670657	0.501019357656358	3.33879624051234	2.49797716580461	0.0676640941762894	721	4	337805	765	0.00213436746051716	FALSE
619	0.214148323388027	0.198862845307743	1.15963698790107	1.23880638512751	0.281540838662501	9877	27	194742	435	0.0507183863778743	FALSE
502	0.0921751015258651	0.449820508659707	0.041990277484263	1.09655681404262	0.837638306323114	1987	5	356938	817	0.00556679311252935	FALSE
531.4	-0.213558234877534	0.97219784088656	0.0482528912469748	0.807705122172078	0.826131747453267	548	1	369250	847	0.00148408937034529	FALSE
741	-1.29775510560295	0.981200356530326	1.74932336798013	0.273144285362288	0.185961817045945	1604	1	376597	866	0.00425919484223188	FALSE
836	0.345949973798864	0.977284979374273	0.125309545977011	1.41333191042271	0.72334571497974	302	1	372418	852	0.00081091676556987	FALSE
737.3	0.247073249901624	0.577959154886378	0.182749905429346	1.28027288920686	0.669020588882291	1019	3	365636	837	0.00278692470106882	FALSE
280.1	0.0051260889254673	0.181099088102455	0.000801197793903312	1.00513924979763	0.97741854381516	14351	32	346982	797	0.0413594941524344	FALSE
681.6	-0.0219696319323185	0.232831417265904	0.00890353353028877	0.978269942767958	0.924824351373215	8354	19	363190	830	0.0230017346292574	FALSE
300.13	0.830983954699667	0.41804796713848	3.95123667727965	2.2955763725383	0.0468369353435533	1416	7	313303	727	0.00451958647060513	TRUE
332	0.19312077804936	0.381030350802883	0.256885069795951	1.21302929198374	0.612268275404924	2451	7	357585	808	0.00685431435882378	FALSE
257.1	1.28214671482574	0.709961083056538	3.26141723077304	3.60436897867384	0.0709278009437549	250	2	171556	392	0.00145725011075101	FALSE
289.8	0.506025583478302	0.701888433926766	0.519767088621068	1.65868576915888	0.470941052259185	517	2	366069	836	0.00141230205234532	FALSE
427.61	0.61993347052872	0.974246994667642	0.404903956058861	1.85880437246045	0.524567455179569	247	1	338411	763	0.000729881711882888	FALSE
480.1	0.030543331812368	0.181652391090018	0.0282716127024231	1.03101456481053	0.866471847921719	13638	32	357751	811	0.0381214867323921	FALSE
860	1.27425470174386	0.977093211810595	1.70075006891626	3.57603520386422	0.192189913669042	110	1	379067	867	0.000290186167616807	FALSE
496	0.0869143089786994	0.155663324558604	0.311752510898345	1.09080320367275	0.576606760526691	18286	45	332743	753	0.0549553258821373	FALSE
290.16	-0.14478989748686	0.698580870234434	0.0429579099760431	0.865204055562151	0.835804546033417	997	2	362734	830	0.00274857057788903	FALSE
496.2	-0.165871269793808	0.305456486155459	0.294878857784875	0.847155281644481	0.587110873421635	5666	11	332743	753	0.0170281568658093	FALSE
250.24	-0.204655373729743	0.706003288664223	0.0840297085196726	0.814928113659919	0.771908974183618	1104	2	347296	796	0.00317884455910808	FALSE
594.8	-0.141968451246314	0.50205937576286	0.0799601362776496	0.867648629287014	0.777351440119603	2002	4	368301	842	0.00543577128490012	FALSE
557.1	0.0661193460662217	0.410935261229122	0.0258887023519827	1.06835421343046	0.87217242577955	2361	6	282501	657	0.00835749253984942	FALSE
522.5	-0.145436508431439	0.578964656902234	0.063101949041911	0.864644785984932	0.801658701240355	1553	3	366238	831	0.00424041197254245	FALSE
840.3	0.637324665908993	0.976460473666315	0.426002470594785	1.89141394025517	0.513957022715384	221	1	378706	866	0.000583566143657613	FALSE
561.1	0.350347026559512	0.578302208500857	0.367017835955658	1.41956008817958	0.544634307331885	944	3	378233	865	0.00249581607104615	FALSE
286	0.563689628564276	0.449572032115378	1.57210488281817	1.75714376249551	0.209901596845059	1237	5	374616	855	0.00330204796378158	FALSE
669	0.262526008099835	0.369094182905919	0.50590651071304	1.30021028372762	0.476916285885467	2738	8	201881	454	0.013562445202867	FALSE
579.8	0.300058482575008	0.304410805408952	0.971609357995789	1.34993775310341	0.324279137401115	3615	11	346910	790	0.0104205701767029	FALSE
350.1	0.391031361259753	0.410663270081905	0.906674616876636	1.47850488046168	0.340998282991345	1785	6	370969	841	0.00481172281241829	FALSE
601.4	0.0930563143965622	0.99984253188777	0.00866220547657029	1.09752353990368	0.925847179807662	385	1	146181	343	0.00263372120863861	FALSE
803.3	0.361629121375483	0.970891642619579	0.138734753533849	1.43566638523528	0.709542092250856	288	1	375299	862	0.000767388135859675	FALSE
250.3	1.46431534964766	0.98071379347168	2.22938288442427	4.32458140032463	0.135407920988996	88	1	347296	796	0.000253386160508615	FALSE
961.1	-0.373125044657211	0.705778822013114	0.279493399340218	0.688579124319799	0.597033453090182	1257	2	337805	765	0.00372108168914018	FALSE
455	-0.0104757205583374	0.142461634500623	0.00540719416057407	0.989578958700826	0.94138148677316	23798	53	337204	759	0.0705744890333448	FALSE
530	0.0710408815640962	0.0986753668368924	0.518321453643078	1.07362511644521	0.47155858164996	50435	122	321742	731	0.156756034338072	FALSE
295	-1.09284093063486	0.989069156059112	1.22084516494974	0.335262681468529	0.26919485181854	1369	1	313303	727	0.00436957194792262	FALSE
250.5	1.19552297930829	0.963134187901876	1.54078576763647	3.30528591471181	0.214500883116866	132	1	347296	796	0.000380079240762923	FALSE
476	-0.564884710769169	0.501696912170848	1.26775923940459	0.56842567633905	0.260187466310029	3154	4	355718	817	0.00886657408396539	FALSE
415	0.536474923166399	0.214935514718415	6.22992027453437	1.70996845532559	0.012560939160725	6720	26	366833	829	0.0183189625797025	TRUE
244	0.390161651203133	0.133278262474453	8.56979664537357	1.47721956890359	0.00341785328075561	21634	70	354114	794	0.0610933202302084	TRUE
271	0.256373383874889	0.974975361413525	0.0691446511390884	1.29223513763506	0.792586261508365	337	1	378840	867	0.00088955759687467	FALSE
250.41	-0.236139246609008	0.707186899449129	0.111498219683796	0.789670707308515	0.738444838940433	1147	2	347296	796	0.00330265825117479	FALSE
189.2	-0.308254523115651	0.411323647406045	0.561631631008538	0.734728288875218	0.453603579708569	3386	6	373179	855	0.00907339373330225	FALSE
727.4	0.299787636323679	0.318954117484335	0.88342769480843	1.34957217703315	0.34726457705371	3334	10	352392	802	0.00946105473450022	FALSE
618.5	-0.158018042002068	0.994191565459916	0.0252623183451764	0.853834376947919	0.873715167421998	503	1	191700	423	0.00262389149713093	FALSE
376	1.44149325337156	0.979951879208672	2.16379308250585	4.2270030932644	0.141295521680487	99	1	365185	840	0.000271095472157947	FALSE
789	0.100715516225109	0.155441658256077	0.41981497383052	1.1059619687701	0.51702938315796	17665	44	361512	824	0.0488642147425258	FALSE
597.1	0.270422483568658	0.280624617904682	0.928611505042534	1.310518006115	0.335223984713055	4339	13	360034	821	0.0120516395673742	FALSE
596.1	0.0655538822122635	0.410024942246767	0.0255609082039492	1.06775026851014	0.872977343308434	2344	6	360034	821	0.00651049623091153	FALSE
377.1	1.2679775912425	0.979021016203417	1.67740961228269	3.55365834023028	0.195269009970185	111	1	365185	840	0.000303955529389214	FALSE
743.2	1.21239073826141	0.963702174464191	1.58270342519904	3.36151154789662	0.20837171630044	123	1	370071	846	0.000332368653582691	FALSE
389.4	0.465051137695133	0.501929094502943	0.858453313799534	1.59209560290499	0.354171882940786	1090	4	369396	847	0.00295076286695037	FALSE
695.22	0.90920386952178	0.972889352678231	0.873364730860069	2.48234547560066	0.350025490065675	169	1	369135	838	0.000457827082232787	FALSE
426.24	0.747132136890419	0.411268204869304	3.30023270489976	2.11093744782594	0.069270069362355	1269	6	338411	763	0.00374987810679913	FALSE
450	0.286417012900035	0.449458812368179	0.406085817789431	1.33164765373169	0.523962905351978	1602	5	377575	863	0.00424286565582997	FALSE
071	0.74386191729337	0.947529681876245	0.61630970075544	2.10404549405912	0.432421939117818	203	1	371015	851	0.000547147689446518	FALSE
031	3.00356682927163	1.21580505271376	6.10304695110574	20.1573065230873	0.0134949004351759	35	1	354429	806	9.87503844211394e-05	TRUE
619.3	0.76297414926408	0.310477018542615	6.03894019464132	2.14464523965644	0.0139936823620936	2900	13	194742	435	0.0148914974684454	TRUE
1019	0.0651486205289174	0.149173457300098	0.190733658070136	1.06731763790916	0.662306700535196	19938	48	359239	820	0.0555006555524317	FALSE
420.1	0.824106007070164	0.977751518549633	0.710410155813561	2.2798416916529	0.399307683731851	190	1	373589	855	0.000508580284751425	FALSE
575.1	-0.930605926948076	0.980156645401828	0.901447940554562	0.394314712061094	0.342393761574723	1106	1	356241	814	0.00310463983651517	FALSE
426.3	0.259398417713354	0.21909612643443	1.40173283442789	1.29615011113187	0.23643365305979	7478	22	338411	763	0.022097390451256	FALSE
420	-0.311829061044062	0.410488674870274	0.577073079077205	0.73210666308142	0.447461872782648	3599	6	373589	855	0.0096335812885283	FALSE
1015	0.208999331997602	0.291389642654341	0.514448107982873	1.23244417525432	0.47321961812074	4297	12	374880	856	0.0114623346137431	FALSE
599.2	0.460225991035695	0.16445622390617	7.83144053902651	1.58443201196889	0.00513451628280326	12910	46	345592	775	0.0373561888006667	TRUE
615	-0.0986348148459722	0.358660336204068	0.0756299415650189	0.906073532216253	0.783309335710581	4037	8	195305	444	0.0206702337369755	FALSE
261.2	-0.186939732925142	0.50199481796156	0.138677105311861	0.829493726039505	0.709599706361495	2201	4	371467	853	0.00592515620499264	FALSE
687.1	0.219329483157583	0.318746382651511	0.473482029902706	1.24524149520357	0.491389618357404	3503	10	370968	847	0.00944286299626922	FALSE
574	0.0558927717831121	0.146500432686753	0.145557128644196	1.05748428550265	0.702817804753946	20459	50	356241	814	0.0574302227986111	FALSE
740.2	-0.464189666321673	0.973628749429543	0.22730247129128	0.62864431050516	0.633531259320724	713	1	345740	781	0.00206224330421704	FALSE
618	0.299957435119379	0.168686574073675	3.1619735057221	1.3498013522198	0.0753720163183847	12919	39	191700	423	0.0673917579551382	FALSE
429.3	0.200471356018095	0.976923523563682	0.0421098332460829	1.22197860940556	0.837410552146273	353	1	366786	834	0.000962414050699863	FALSE
528.1	0.126840931884776	0.707073834343092	0.0321802427372108	1.13523642350025	0.85763264132472	768	2	371764	857	0.0020658267072659	FALSE
716.2	-0.0188507566818013	0.143413600612369	0.0172773406610768	0.981325807634301	0.895424638696783	23929	53	331731	759	0.0721337469214514	FALSE
802	1.16162621977224	0.976428290360511	1.41531172525825	3.19512502900335	0.234176614102971	127	1	375299	862	0.000338396851577009	FALSE
790	-0.0976146772775258	0.974723513158171	0.0100292246713369	0.906998323493203	0.920228402849148	491	1	367047	839	0.00133770334589303	FALSE
369.5	0.708403532970945	0.703658576144265	1.0135320032774	2.03074664930998	0.314058164750834	447	2	366260	830	0.00122044449298313	FALSE
280	0.0321495071843452	0.175912754451308	0.0334005780015418	1.03267188563032	0.854987708346047	14868	34	346982	797	0.0428494849876939	FALSE
601.1	0.00472535317156061	0.452402968015977	0.000109098217581798	1.00473653525902	0.991666239940175	2090	5	146181	343	0.0142973437040381	FALSE
428	0.170410087911497	0.188670864443507	0.815794780630524	1.18579103019256	0.36641254907201	11215	30	366786	834	0.0305764124039631	FALSE
458.9	-0.310488470646225	0.270768030179365	1.31491047566727	0.733088776402897	0.251507507905862	8280	14	341825	781	0.0242229210853507	FALSE
198.5	0.74598264891324	0.380928242110243	3.83505067774215	2.10851234468956	0.050191473753416	1425	7	327660	742	0.00434902032594763	FALSE
614.1	-0.251925514525935	0.450893439338479	0.31217381801942	0.777302633667889	0.576349297246917	2941	5	195305	444	0.0150584982463327	FALSE
647	1.56417506064453	0.953456974803986	2.69133967806162	4.7787311460336	0.100894952935193	89	1	204204	461	0.000435838671132789	FALSE
274	0.145334565420967	0.271941922095014	0.285617956112528	1.1564264058408	0.593042429700498	5312	14	373865	854	0.0142083372340283	FALSE
578.9	0.0281672678827243	0.207635391648828	0.0184029177660061	1.02856771637747	0.892092162341329	10332	24	346910	790	0.0297829408203857	FALSE
613.1	0.185822150367988	0.692870645368754	0.0719267833864147	1.20420807336894	0.788551770042017	752	2	377258	864	0.00199333082399843	FALSE
189.4	1.33455905834629	0.692339320675368	3.71567396646498	3.79832073928401	0.053903858985965	222	2	373179	855	0.000594888779915269	FALSE
597	0.303423776461749	0.253420317959772	1.43356158833781	1.35448834311309	0.231184063756095	5173	16	360034	821	0.0143680874584067	FALSE
522	0.185733640664311	0.410424031172302	0.204793222544358	1.20410149398592	0.650879398377366	2223	6	366238	831	0.00606982344814028	FALSE
555.1	-1.59426605902519	0.99289129692667	2.57820943121724	0.203057506049427	0.108344157846069	2088	1	282501	657	0.00739112427920609	FALSE
514	0.289098588188363	0.270667275258617	1.14082870338276	1.33522335929183	0.285477286420952	4561	14	374566	854	0.0121767592360225	FALSE
212	0.590194135798466	0.705893903414343	0.699054310392989	1.8043386681265	0.403101642205612	496	2	378681	866	0.00130980957586993	FALSE
526.1	1.32973191208952	0.654081408098837	4.13299208406988	3.78002987140934	0.0420549311995182	398	3	366238	831	0.00108672502580289	TRUE
151	0.413155324061786	0.576266711612626	0.514019554801332	1.51157979241415	0.473403979531401	866	3	355167	811	0.00243828959334623	FALSE
550.2	0.174411007161778	0.107599181529704	2.62742207455567	1.19054478771079	0.105032122117581	37485	101	318485	715	0.117697850762202	FALSE
694.2	0.125861465690847	0.578894512032129	0.0472701200166687	1.13412504217039	0.827883441082079	1152	3	369135	838	0.00312080945995368	FALSE
317.1	-0.0267268184551794	0.187228581336327	0.020377468673723	0.97362718217535	0.886487886316532	13538	30	340100	781	0.0398059394295795	FALSE
830	0.479666062921449	0.335930087746205	2.03882607099834	1.61553482512571	0.153327935776556	2414	9	372418	852	0.0064819638148532	FALSE
145.3	0.907738556089811	0.976766332528659	0.86365482029591	2.4787107251072	0.3527179332252	172	1	376413	859	0.00045694489828991	FALSE
609	1.3771576426087	0.708236457693149	3.78103550106381	3.96361957787833	0.0518365716666609	215	2	146675	346	0.00146582580535197	FALSE
348.2	-0.194757372142471	0.983625077833613	0.0392038416732089	0.823034324887592	0.843045376544847	542	1	357585	808	0.00151572353426458	FALSE
686.1	0.240479600381143	0.335791486815074	0.512881601755525	1.27185898812596	0.473894086416554	3198	9	363190	830	0.00880530851620364	FALSE
433.1	-0.608693148345485	0.579136725705629	1.10467522399593	0.544061412242864	0.293242372661379	2379	3	362169	823	0.00656875657496914	FALSE
337.1	1.23805215501309	0.970851094859053	1.62619503760173	3.44888901661606	0.202230137080071	114	1	357585	808	0.000318805319015059	FALSE
530.14	-0.0119626287186672	0.184037145655866	0.00422515134381702	0.988108639057874	0.948173073340977	13957	31	321742	731	0.0433794779668181	FALSE
874	0.605913057748698	0.971819176783119	0.388731464391926	1.83292501147138	0.532966952602332	228	1	367284	840	0.000620773025778417	FALSE
644	0.449556770158688	0.578514153800576	0.603866736044216	1.56761721675588	0.437106482714194	901	3	203718	459	0.00442278051031328	FALSE
694	0.588497521861635	0.410767696967447	2.05256401464571	1.80127999742077	0.151950102668503	1467	6	369135	838	0.00397415579665976	FALSE
401.22	0.594192645482763	0.413447590325289	2.06544490109232	1.81156777696398	0.15067095098213	1599	6	271534	597	0.00588876531115809	FALSE
706	0.114437267337809	0.207377674049126	0.304516590876036	1.12124230034319	0.581064680993643	9311	24	368770	841	0.0252488000650812	FALSE
626.2	-0.405801537756831	0.708519510198446	0.328037693332412	0.666442417958294	0.566816856306051	1471	2	174909	374	0.00841008753123052	FALSE
290.12	0.569543044846369	0.943604687803913	0.364311537979176	1.76745921727763	0.546121413749062	246	1	362734	830	0.000678182910893382	FALSE
470	-0.103554393134871	0.318867629479415	0.105466902071677	0.901626979090172	0.745365232189778	4825	10	355718	817	0.013564115394779	FALSE
344	-0.129345796897299	0.707602856595347	0.0334137706036873	0.878670071621307	0.854959390097697	1012	2	357585	808	0.00283009634073018	FALSE
963	0.416353857993574	0.981568842812852	0.179921746263095	1.51642237212	0.671440499184014	290	1	337805	765	0.000858483444590814	FALSE
709	0.398804062632644	0.280504414949419	2.02134174587274	1.49004163516786	0.15510203774471	3919	13	365610	825	0.0107190722354421	FALSE
112	0.207047718600503	0.291555490001342	0.504311012422219	1.23004126622812	0.477612000580606	4374	12	373911	850	0.0116979709075154	FALSE
623	-1.01786135607449	0.999921187149249	1.03620506630393	0.361366949583814	0.308705718519849	1289	1	191559	429	0.00672899733241456	FALSE
516.1	0.725470525080035	0.319317756261187	5.1617076911316	2.06570283632779	0.0230901833380108	2750	12	376291	856	0.00730817372724833	TRUE
760	0.179902827247085	0.19279495456508	0.870732287025634	1.197101031867	0.350752660406589	10484	28	368693	840	0.0284355819068982	FALSE
743.11	-0.0642734182327026	0.235146357980177	0.07471129798924	0.937748566919765	0.784596731493686	8758	19	370071	846	0.0236657290087578	FALSE
651	0.149133424612227	0.925277392982769	0.0259780219299491	1.16082786188428	0.871954003909219	361	1	378816	867	0.000952969251562764	FALSE
464	0.590696136634816	0.977967099856216	0.364820951157351	1.80524467503604	0.545840917218304	239	1	375745	863	0.000636069674912507	FALSE
635	-0.454131577684922	0.586001016724466	0.600574188997911	0.634999176027407	0.438359030797407	2095	3	196783	449	0.0106462448483863	FALSE
280.2	0.670072130185471	0.578957694727324	1.33952076182204	1.95437828522017	0.247118500505205	728	3	346982	797	0.00209809154365356	FALSE
240	0.148876752375871	0.704141394667921	0.0447027273539307	1.16052994783571	0.832551597068516	799	2	354114	794	0.00225633553036593	FALSE
770	0.258537089497797	0.977335969236789	0.0699774231023142	1.29503418112955	0.791369654852055	355	1	378822	867	0.000937115584628137	FALSE
250.1	-0.0972199046387429	0.380374098521842	0.0653263674339664	0.907356452299816	0.798267260554163	3534	7	347296	796	0.010175757854971	FALSE
428.1	-0.192560041021788	0.337323685622048	0.325865712067328	0.824844792192682	0.56810370779564	4860	9	366786	834	0.0132502331059528	FALSE
740.12	0.212863983923525	0.983507738671361	0.0468434430943973	1.23721635848377	0.828649886109227	351	1	345740	781	0.00101521374443223	FALSE
764	0.157362647304362	0.380261843242898	0.171252850138337	1.17041998660057	0.679000752035203	2654	7	375319	859	0.00707131799882234	FALSE
575.9	-0.33640682849898	0.980778723248074	0.117648808649552	0.714332435900993	0.731598670000174	602	1	356241	814	0.00168986725278674	FALSE
